Runner,Game,Category,Run name,Run link
Haelian,Hades,EM4,"Hades EM4 No Hit – No Damage, Adamant Rail / Hestia Aspect (World’s First)",https://www.youtube.com/watch?v=h3eWvh5Pco4&t=2424s
Mumpi,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://www.twitch.tv/videos/1668608353
JayTB123,Resident Evil 4 Classic,Pro Any%,"Resident Evil 4 No Damage – Professional, Kill All Enemies (World’s First)",https://www.youtube.com/watch?v=diU0hlz7dBM
Txustra,Sekiro,Shura Ending,Sekiro Shura Ending No Hit,https://www.youtube.com/watch?v=zgCNfpnMg9E
polpocho,Crash Bandicoot,Any%,Crash Bandicoot Any% No Hit,https://youtu.be/GlU2BrwWbSo
Phetri,Elden Ring,Any%,Elden Ring Any% No Hit – No Sleep,https://www.youtube.com/watch?v=rRexZBl2NpI
Phetri,Sekiro,Shura,"Sekiro Shura Ending No Hit – Sword Only, NKC",https://www.youtube.com/watch?v=fBCCftCHRQA
Phetri,Sekiro,All Memories,"Sekiro All Memories No Hit – Sword Only, NKC + DB",https://www.youtube.com/watch?v=pE_1z8f6nmA
MiniBeefBoy,Elden Ring,Any%,Elden Ring Any% No Hit,https://youtu.be/XoLvLN5_NP8
MiniBeefBoy,Elden Ring,Any%,Elden Ring Any% No Hit – Incantations Only,https://www.twitch.tv/videos/1761461737
MiniBeefBoy,Elden Ring,Any%,Elden Ring Any% No Hit – Sorcery Only,https://www.twitch.tv/videos/1763706097?filter=highlights&sort=time
MiniBeefBoy,Elden Ring,Any%,Elden Ring Any% No Hit – RL1,https://www.twitch.tv/videos/1846846914
MiniBeefBoy,Resident Evil 2 Remake,Hard Any%,Resident Evil 2 No Damage – Claire 1st,https://www.twitch.tv/videos/1665036915
MiniBeefBoy,Resident Evil 2 Remake,Hard Any%,Resident Evil 2 No Damage + No Hit – Leon 1st,https://www.twitch.tv/videos/1860907173
MiniBeefBoy,Resident Evil 2 Remake,Hard Any%,Resident Evil 2 No Damage + No Hit – Claire 1st,https://www.twitch.tv/videos/1863518668
MiniBeefBoy,Resident Evil 2 Remake,Hard Any%,Resident Evil 2 No Damage + No Hit – Claire 2nd,https://www.twitch.tv/videos/1863520212
MiniBeefBoy,Resident Evil 2 Remake,Hard Any%,Resident Evil 2 No Damage + No Hit – Leon 2nd,https://www.twitch.tv/videos/1863053667
MiniBeefBoy,Resident Evil 2 Remake,True Ending,Resident Evil 2 True Ending No Damage – Leon 1st & Claire 2nd,https://www.twitch.tv/videos/1670290601
MiniBeefBoy,Resident Evil 2 Remake,All Scenarios,Resident Evil 2 All Scenarios Hardcore No Hit,https://www.twitch.tv/videos/1906997809
Kisstorm_,Hollow Knight,Any%,Hollow Knight Any% No Hit,https://www.twitch.tv/videos/1669070243
Asher,Elden Ring,Any%,Elden Ring Any% No Hit,https://www.youtube.com/watch?v=ZTicRbBlt6k
Kogami,Elden Ring,Any%,Elden Ring Any% No Hit,https://youtu.be/tpcG6d5yrMU
thisisfraanz,Dark Souls,Any%,Dark Souls Any% No Hit,https://www.youtube.com/watch?v=STdesWygWXc
thisisfraanz,Dark Souls,Any%,Dark Souls Any% No Hit – Sorcery Only,https://www.youtube.com/watch?v=Uj0uC2Y9EDE
stackwin,Hollow Knight,Any%,Hollow Knight Any% No Hit,https://www.twitch.tv/videos/1668958061
ChecheKamikaze,Sekiro,Shura Ending,Sekiro Shura Ending No Hit,https://www.twitch.tv/videos/1686341787
ChecheKamikaze,Sekiro,Immortal Severance Ending,Sekiro Immortal Severance Ending No Hit,https://www.twitch.tv/videos/1711945271
ChecheKamikaze,Sekiro,Return Ending,Sekiro Return No Hit,https://www.twitch.tv/videos/1718407244
ChecheKamikaze,Sekiro,Purification Ending,Sekiro Purification No Hit,https://www.twitch.tv/videos/1721217694
Naynay_Rivers,Cuphead,Any%,Cuphead Any% No Damage,https://www.twitch.tv/videos/1691026612
piioiiq,Bloodborne,Any%,Bloodborne Any% No Hit,https://www.youtube.com/watch?v=JHdrOprYYD0
Dan_trvlr,Bloodborne,Any%,Bloodborne Any% No Hit,https://www.twitch.tv/videos/1693843792
OhMiOon,Cuphead,Any%,Cuphead Any% No Damage,https://www.twitch.tv/videos/1694422634
OhMiOon,Cuphead,All Flags,Cuphead All Flags No Damage,https://www.twitch.tv/videos/1733684920
OhMiOon,Cuphead,DLC Any%,Cuphead DLC Any% No Damage,https://www.twitch.tv/videos/1873564059
OhMiOon,Cuphead,All Isles,Cuphead All Isles No Damage,https://www.twitch.tv/videos/1895689053
gongstor11,Dark Souls,Any%,Dark Souls Any% No Hit,https://www.twitch.tv/videos/1682658917
gongstor11,Sekiro,Shura Ending,Sekiro Shura Ending No Hit,https://www.twitch.tv/videos/1738733373
Cole Train,Dark Souls,Any%,Dark Souls Any% No Hit,https://youtu.be/vQZ40rORR9w
Cole Train,Dark Souls II,Any%,Dark Souls II Any% No Hit – Only Melee,https://youtu.be/_7z385_cFhA
Cole Train,Dark Souls II,Any%,Dark Souls II Any% No Hit – No Damage,https://www.twitch.tv/collections/K3GMQv--ZRce2g
Cole Train,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://www.twitch.tv/collections/i_uSw2MNZhcR6w
GranCa1,Hollow Knight,Any%,Hollow Knight Any% No Hit,https://youtu.be/bOw8sNnc2Ns
LazorBrown,Hollow Knight,Any%,Hollow Knight Any% No Hit,https://youtu.be/pWTBUdI7oIQ
LazorBrown,Hollow Knight,Any%,Hollow Knight Any% No Hit – Nail Only,https://youtu.be/UPwNGfCaMj0
LazorBrown,Hollow Knight,Any%,Hollow Knight Any% No Hit – No Damage,https://youtu.be/ekYzqVv5UJk
8cho,Hollow Knight,Any%,Hollow Knight Any% No Hit,https://youtu.be/hOxwBhKsSU0
BobbiMonsta,Sekiro,Shura Ending,Sekiro Shura Ending No Hit,https://www.twitch.tv/videos/1690451940
VaultWarrior,Bloodborne,Any%,Bloodborne Any% No Hit,https://www.twitch.tv/videos/1697535205
ghidooo,Dark Souls,Any%,Dark Souls Any% No Hit,https://youtu.be/dH6WDo5ADbc
mastergecko2,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://www.youtube.com/watch?v=YIY98QPN2CQ
mastergecko2,Elden Ring,Any%,Elden Ring Any% No Hit,https://www.youtube.com/watch?v=ioQ0DwjdQWM
Berni82,Demon's Souls Remake,All Bosses,Demon’s Souls All Bosses No Hit,https://www.youtube.com/watch?v=FesPIKK7fwM
BortJJr,Elden Ring,Any%,Elden Ring Any% No Hit,https://www.twitch.tv/videos/1775726128
BortJJr,Elden Ring,Any%,Elden Ring Any% No Hit – Incantations Only,https://www.twitch.tv/videos/1817077782
BortJJr,Sekiro,Immortal Severance,Sekiro Immortal Severance No Damage,https://www.twitch.tv/videos/1694844905
BortJJr,Sekiro,Immortal Severance,Sekiro Immortal Severance No Hit,https://www.twitch.tv/videos/1726939214
Sassy Bob,Shura,Sekiro,Sekiro Shura Ending No Damage,https://www.twitch.tv/videos/1703678889
Pedro B,Shura,Sekiro,Sekiro Shura Ending No Hit,https://www.youtube.com/watch?v=PnocFHPZq9g
Inmortan,Shura,Sekiro,Sekiro Shura Ending No Hit,https://www.twitch.tv/videos/1707999016
LinkElegido,Shura,Sekiro,Sekiro Shura Ending No Hit,https://www.twitch.tv/videos/1710449063
Chemita_1001,Dark Souls,Any%,Dark Souls Any% No Hit,https://www.twitch.tv/videos/1757379781
Chemita_1001,Sekiro,Shura,Sekiro Shura Ending No Hit,https://www.twitch.tv/videos/1709142680
Chemita_1001,Sekiro,Shura,Sekiro Shura Ending No Hit – AP1,https://www.twitch.tv/videos/1836574574
Chemita_1001,Sekiro,Shura,Sekiro Shura Ending No Hit – No Prosthetics,https://www.youtube.com/watch?v=4BEsRJHNquM&ab_channel=Chemita1001
Chemita_1001,Sekiro,Shura,Sekiro Shura Ending No Hit – NKC+DB,https://www.twitch.tv/videos/1852880239
Chemita_1001,Sekiro,Immortal Severance,Sekiro Immortal Severance Ending No Hit,https://www.twitch.tv/videos/1803281476
Chemita_1001,Sekiro,Purification,Sekiro Purification Ending No Hit,https://www.twitch.tv/videos/1852023944
Chemita_1001,Hollow Knight,Any%,Hollow Knight Any% No Hit,https://www.twitch.tv/videos/1785268069
Chemita_1001,Zelda: Breath of the Wild,Any%,Zelda: Breath of the Wild Any% No Hit,https://www.twitch.tv/videos/1751640440
Chemita_1001,Dishonored,Any%,Dishonored Any% No Hit,https://www.twitch.tv/videos/1821409594
Chemita_1001,Dishonored 2,Any%,Dishonored 2 Any% No Hit (Emily Kaldwin),https://www.twitch.tv/videos/1826600129
Chemita_1001,Dishonored 2,Any%,Dishonored 2 Any% No Hit (Corvo Attano),https://www.twitch.tv/videos/1830828169
Chemita_1001,Dishonored: Death of The Outsider,Any%,Dishonored: Death of the Outsider Any% No Hit,https://www.twitch.tv/videos/1761034454
Chemita_1001,Dishonored: Death of The Outsider,Any%,Dishonored: Death of the Outsider Any% No Hit – Knife Only,https://www.twitch.tv/videos/1789998053
Chemita_1001,Dishonored: Death of The Outsider,Any%,Dishonored: Death of the Outsider Any% No Hit – Clean Hands,https://www.twitch.tv/videos/1823099154
Chemita_1001,Dishonored: Death of The Outsider,Any%,Dishonored: Death of the Outsider Any% No Hit – Ghost,https://www.twitch.tv/videos/1842918218
Chemita_1001,Multi Runs,Dishonored: Death of The Outsider,Dishonored: Death Of the Outsider Any% No Hit – Two Endings,https://www.twitch.tv/videos/1826608951
Kallen2g,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://youtu.be/_vlNBFKiCTU
Kallen2g,Elden Ring,Any%,Elden Ring Any% No Hit,https://youtu.be/065kOQOspig
Kallen2g,Elden Ring,Any%,Elden Ring Any% No Hit – Iron Balls Only,https://youtu.be/7urDlNxjHW8
Kallen2g,Sekiro,Shura Ending,Sekiro Shura Ending No Hit,https://www.twitch.tv/videos/1709629809
RICAR,Elden Ring,Any%,Elden Ring Any% No Hit Part 1,https://www.twitch.tv/videos/1731469877
RICAR,Elden Ring,Any%,Elden Ring Any% No Hit Part 2,https://www.twitch.tv/videos/1731557179
RICAR,Sekiro,Shura,Sekiro Shura Ending No Hit,https://www.twitch.tv/videos/1714223496
Rubru94,Crash Bandicoot,Any%,Crash Bandicoot Any% No Hit – No Damage,https://www.twitch.tv/videos/1698520410
CHAMBERSSENPAI,Crash Bandicoot 2,Any%,Crash Bandicoot 2 Any% No Hit,https://youtu.be/1nhrLDhsomA
DaleBastion,Crash Bandicoot 2,Any%,Crash Bandicoot 2 Any% No Hit – No Damage,https://www.youtube.com/watch?v=BfgjA_mQDu0
AMENEDUWU,Crash Bandicoot 2,Any%,Crash Bandicoot 2 Any% No Hit,https://www.twitch.tv/videos/1714199855
SuperJump,Hollow Knight,Any%,"Hollow Knight Any% No Hit ",https://www.youtube.com/watch?v=IX3eywq6l84
SuperJump,Hollow Knight,Any%,"Hollow Knight Any% No Hit – No Damage, No Charms, No Upgrades",https://www.youtube.com/watch?v=Ep8vBzuLU-g
SuperJump,Hollow Knight,Any%,Hollow Knight Any% No Hit – Nail Only,https://www.youtube.com/watch?v=JR8Q6Su2aAc
SuperJump,Hollow Knight,All Skills,Hollow Knight All Skills No Hit – No Damage,https://www.youtube.com/watch?v=A1IQYlivNj8
JeiNoGamer,Hollow Knight,Any%,"Hollow Knight Any% No Hit ",https://youtu.be/Zr0fu3BXonE
JeiNoGamer,Hollow Knight,Any%,Hollow Knight Any% No Hit – Nail Only,https://www.twitch.tv/videos/1869484927
Nihen,Hades,Any%,"Hades Any% No Hit – No Damage, Adamant Rail / Hestia Aspect ",https://www.youtube.com/watch?v=_fiz8fdzPOc
Pitt,Hades,Any%,"Hades Any% No Hit – No Damage, Heart-Seeking Bow / Chiron Aspect ",https://www.youtube.com/watch?v=PxyKa_hjsGg
Th3Wary,Dark Souls II,Any%,"Dark Souls II Any% No Hit ",https://www.youtube.com/watch?v=1XC2y6chox0
Th3Wary,Dishonored,Any%,Dishonored Any% No Hit,https://youtu.be/NVNQVCeT8nU
Dr Erkath,Dark Souls II,Any%,"Dark Souls II Any% No Hit ",https://www.twitch.tv/videos/1692471242
hashan,Dark Souls III,Any%,"Dark Souls III Any% No Hit ",https://www.twitch.tv/videos/1691078297
Morethna,Dark Souls,Any%,"Dark Souls Any% No Hit ",https://youtu.be/boWPO_2uOig
Morethna,Dark SoulS II,Any%,Dark Souls II Any% No Hit,https://youtu.be/xNoj1Rf-3ec
Morethna,Dark Souls III,Any%,"Dark Souls III Any% No Hit ",https://youtu.be/j4vfc077c0k
Morethna,Bloodborne,Any%,"Bloodborne Any% No Hit ",https://youtu.be/JtLO_rHowyI
Morethna,Sekiro,Shura Ending,Sekiro Shura Ending No Hit,https://youtu.be/q1J9jNG7Pro
Morethna,Sekiro,Immortal Severance Ending,Sekiro Immortal Severance Ending No Hit,https://youtu.be/jICKdbnHFsI
Morethna,Elden Ring,Any%,Elden Ring Any% No Hit,https://youtu.be/T3kiYAIs7Ag
Moncho,Dark Souls,Any%,"Dark Souls Any% No Hit ",https://www.twitch.tv/videos/1710278402
Moncho,Dark Souls II,Any%,Dark Souls Any% No Hit,https://www.twitch.tv/videos/1712138289
Moncho,Resident Evil 2 Remake,Hard Any%,Resident Evil 2 No Hit – Claire 1st,https://www.twitch.tv/videos/1783611749
ElShowcake,Elden Ring,Any%,"Elden Ring Any% No Hit ",https://www.twitch.tv/videos/1705005915
ElShowcake,Elden Ring,Any%,Elden Ring Any% Urumi Only No Hit (World’s First),https://youtu.be/C21VhlwUJ-c
Klonor,Dark Souls II,Any%,"Dark Souls II Any% No Hit ",https://www.twitch.tv/videos/1713391286
Lapitas,Hades,Any%,"Hades Any% No Hit – No Damage, Heart-Seeking Bow / Rama Aspect",https://youtu.be/MehI_ptsa0k
BigChicken,Dark Souls,Any%,Dark Souls Any% No Hit,https://youtu.be/ALFadj-Tiis
BigChicken,Dark Souls,Any%,Dark Souls Any% No Hit – Sorcery Only,https://youtu.be/FNnIQ4xsr6I
BigChicken,Dark Souls II,Any%,Dark Souls II Any% No Hit,https://youtu.be/vfBPzL7xcls
BigChicken,Elden Ring,"Any% ",Elden Ring Any% No Hit,https://youtu.be/QyqRjyf8Ofs
Chals0,Dark Souls,Any%,Dark Souls Any% No Hit,https://www.twitch.tv/videos/1722550274
Brett Burrington,Elden Ring,Any%,Elden Ring Any% No Hit,https://youtu.be/3RTsTUIH98o
DelfosXIII,Hades,Any%,"Hades Any% No Hit – No Damage, Adamant Rail / Hestia Aspect",https://www.youtube.com/watch?v=GVBR5hpaIEU
DelfosXIII,Hades,Any%,"Hades Any% No Hit – No Damage, Heart-Seeking Bow / Rama Aspect",https://www.youtube.com/watch?v=NmQUCuddPWE
DelfosXIII,Hades,Any%,"Hades Any% No Hit – No Damage, Eternal Spear / Guan Yu Aspect",https://www.youtube.com/watch?v=1OmFw3kJYLA
Rickarto16,Hades,Any%,"Hades Any% No Hit – No Damage, Heart-Seeking Bow/Rama Aspect",https://www.youtube.com/watch?v=5JlbkJDr26I
Alysza,Sekiro,Shura Ending,Sekiro Shura Ending No Hit,https://www.twitch.tv/videos/1723306943
Eduuu9,Cuphead,Any%,Cuphead Any% No Damage,https://www.youtube.com/watch?v=O6-6dn20USg
Eduuu9,Cuphead,Expert Any%,Cuphead Expert Any% No Damage,https://www.youtube.com/watch?v=l0xmdra5zOk
TheAlfanator,Resident Evil 7,Madhouse Any%,Resident Evil 7 No Damage Madhouse Any%,https://www.twitch.tv/videos/1730432370
Duchess Skye,Dark Souls,Any%,Dark Souls Any% No Hit,https://www.twitch.tv/videos/1721146526
Uppercasserole,Hollow Knight,Any%,Hollow Knight Any% No Hit – No Damage,https://www.youtube.com/watch?v=CDvDORyvGiQ
Blubdiblub1,Dark Souls III,Any%,Dark Souls III Any% No Hit – SL1,https://www.twitch.tv/videos/1706391284
Alehandro98,Sekiro,Shura Ending,Sekiro Shura Ending No Hit,https://www.youtube.com/watch?v=KW__ARKdJ2o
Yggdrazzil,Elden Ring,Any%,Elden Ring Any% No Hit,https://www.youtube.com/watch?v=VJK64-9UzqM
Chaoskiller,Dark Souls,Any%,Dark Souls Any% No Hit – SL1,https://www.youtube.com/watch?v=VLmFaEsWVSM
Chaoskiller,Dark Souls II,Any%,Dark Souls II Any% No Hit,https://www.twitch.tv/videos/1728346918
Vichopapa,Resident Evil 2 Remake,Any%,Resident Evil 2 No Hit – Claire 1st,https://www.twitch.tv/videos/1695941436
FI3RY,Resident Evil 2 Remake,Hard Any%,Resident Evil 2 No Damage – Claire 1st,https://youtu.be/V0FheHnz-xk
JosephStixDavis,Resident Evil 2 Remake,Hard Any%,"Resident Evil 2 No Damage – Leon 1st, No Item Box",https://www.twitch.tv/videos/1707947837
JosephStixDavis,Resident Evil 2 Remake,Hard Any%,"Resident Evil 2 No Damage – Claire 1st, No Item Box",https://www.twitch.tv/videos/1733738765
JosephStixDavis,Resident Evil 2 Remake,Hard Any%,Resident Evil 2 No Damage – Claire 2nd,https://www.twitch.tv/videos/1761303926
JosephStixDavis,Resident Evil 2 Remake,Hard Any%,Resident Evil 2 No Damage – Leon 2nd,https://www.twitch.tv/videos/1760229974
JosephStixDavis,Resident Evil 2 Remake,Hard Any%,"Resident Evil 2 No Damage – Claire 2nd, No Item Box",https://www.twitch.tv/videos/1764585019
JosephStixDavis,Resident Evil 2 Remake,Hard Any%,"Resident Evil 2 No Damage – Leon 2nd, No Item Box",https://www.twitch.tv/videos/1773289234
JosephStixDavis,Resident Evil 2 Remake,Hard Any%,Resident Evil 2 No Damage – Claire 1st,https://www.twitch.tv/videos/1760237863
JosephStixDavis,Resident Evil 2 Remake,Hard Any%,Resident Evil 2 No Damage – Leon 1st,https://www.twitch.tv/videos/1761286545
JosephStixDavis,Resident Evil 2 Remake,Extra Modes,Resident Evil 2 No Hit – The Ghost Survivors: Forgotten Soldier,https://youtu.be/VrWOkk0Tmq0
Jarillosw_,Dark Souls II,Any%,Dark Souls II Any% No Hit,https://www.twitch.tv/videos/675363039
Davipilluco,Dishonored,Any%,Dishonored Any% No Hit,https://www.twitch.tv/videos/1577884463
Davipilluco,Dishonored,Any%,"Dishonored Any% No Hit – Only Knife (World’s First) ",https://www.twitch.tv/videos/1644018284/
Davipilluco,Dishonored,DLC’s,Dishonored: Knife of Dunwall No Hit,https://www.twitch.tv/videos/1600972615
Davipilluco,Dishonored,DLC’s,Dishonored DLC: The Brigmore Witches,https://www.twitch.tv/videos/1706972815/
Davipilluco,Dishonored 2,Any%,Dishonored 2 Any% No Hit (Corvo Attano),https://www.twitch.tv/videos/1592857025/
Davipilluco,Dishonored 2,Any%,Dishonored 2 Any% No Hit (Emily Kaldwin),https://www.twitch.tv/videos/1582685421/
Davipilluco,Dishonored 2,Any%,Dishonored 2 Any% No Hit – Clean Hands (Emily Kaldwin),https://www.twitch.tv/videos/1709501016/
Davipilluco,Dishonored 2,Any%,Dishonored 2 Any% No Hit – Only Knife (Emily Kaldwin),https://www.twitch.tv/videos/1632613409/
Davipilluco,Dishonored 2,Any%,Dishonored 2 Any% No Hit – Only Knife (Corvo Attano),https://www.twitch.tv/videos/1637833515/
Davipilluco,Dishonored: Death of the Outsider,Any%,Dishonored: Death of the Outsider Any% No Hit,https://www.twitch.tv/videos/1576946405?collection=qdVBx5omEBf7uQ%2F
Davipilluco,Dishonored: Death of the Outsider,Any%,Dishonored: Death of the Outsider Any% No Hit – Only Knife,https://www.twitch.tv/videos/1736466587
Davipilluco,Dishonored: Death of the Outsider,Any%,"Dishonored: Death of the Outsider Any% No Hit – NG+ ",https://www.twitch.tv/videos/1593974298/
Davipilluco,Dishonored: Death of the Outsider,Any%,"Dishonored: Death of the Outsider Any% No Hit – Ghost, Clean Hands",https://www.twitch.tv/videos/1607721195
Davipilluco,Dishonored: Death of the Outsider,Any%,"Dishonored: Death of the Outsider Any% No Hit – NG+, Clean Hands (World’s First)",https://www.twitch.tv/videos/1623395345
Davipilluco,Dishonored: Death of the Outsider,Any%,"Dishonored: Death of the Outsider Any% No Hit – NG+, Clean Hands, Ghost (World’s First)",https://www.twitch.tv/videos/1630585780/
Davipilluco,Dishonored: Death of the Outsider,Any%,Dishonored: Death of the Outsider Any% No Hit – No Gear,https://www.twitch.tv/videos/1623402153/
Davipilluco,Dishonored: Death of the Outsider,Any%,"Dishonored: Death of the Outsider Any% No Hit – No Knockout (World’s First) ",https://www.youtube.com/watch?v=M3TU7QTTF_w
Davipilluco,Dishonored: Death of the Outsider,Any%,"Dishonored: Death of the Outsider Any% No Hit – NG+, No Knockout (World’s First)",https://www.twitch.tv/videos/1645406767
Davipilluco,Dishonored: Death of the Outsider,All Contracts,Dishonored: Death of the Outsider All Contracts No Hit (World’s First),https://www.twitch.tv/videos/1757188250/
Davipilluco,Multiple,Dishonored Trilogy,Dishonored Trilogy No Hit,https://www.youtube.com/watch?v=BanxQYUvk14
Davipilluco,Multi Runs,Dishonored: Death of The Outsider,"Dishonored: Death of the Outsider Any% No Hit – New Game + NG+, Only Knife",https://www.twitch.tv/videos/1740256171
Davipilluco,Multi Runs,Dishonored: Death of The Outsider,Dishonored: Death of the Outsider Any% No Hit – Two Endings,https://www.twitch.tv/videos/1757190810
Davipilluco,Multi Runs,Dishonored: Death of The Outsider,Dishonored: Death of the Outsider Any% No Hit – New Game + NG+,https://www.twitch.tv/videos/1635225652/
Ren_Y_Punto,Resident Evil 2 Remake,Hard Any%,Resident Evil 2 No Hit – Claire 1st,https://www.twitch.tv/videos/1728053170
Ren_Y_Punto,Resident Evil 2 Remake,Hard Any%,Resident Evil 2 No Hit – Claire 2nd,https://www.twitch.tv/videos/1733065085
Ren_Y_Punto,Resident Evil 2 Remake,Extra Modes,Resident Evil 2 No Hit – The 4th Survivor,https://www.youtube.com/watch?v=A-_DJWm2Mhs&t=20s
Ren_Y_Punto,Resident Evil 2 Remake,Extra Modes,Resident Evil 2 No Hit – The Tofu Survivor: Konjac,https://youtu.be/-cq9AqKoKLU
Ren_Y_Punto,Resident Evil 2 Remake,Extra Modes,Resident Evil 2 No Hit – The Ghost Survivors: Forgotten Soldier,https://www.youtube.com/watch?v=RcK_x1S-gC8&ab_channel=RenYPunto
The_Shirou,Sekiro,Shura Ending,Sekiro Shura Ending No Hit,https://www.twitch.tv/videos/1721048031
Shailord,Sekiro,Shura Ending,Sekiro Shura Ending No Hit,https://youtu.be/beoyzqxK4Gs
Shailord,Sekiro,Immortal Severance Ending,Sekiro Immortal Severance Ending No Hit,https://www.youtube.com/watch?v=18mq3hE3foY
Odesed,Dishonored 2,Any%,Dishonored 2 Any% No Hit (Emily Kaldwin),https://youtu.be/IsmvNQpF3Y4
Nosk7,Elden Ring,Any%,Elden Ring Any% No Hit,https://www.youtube.com/watch?v=8RHQ64-D_p0
7longbingbong,Elden Ring,Any%,Elden Ring Any% No Hit – Sorcery Only,https://www.twitch.tv/videos/1702294293
7longbingbong,Sekiro,Shura Ending,Sekiro Shura Ending No Hit,https://www.twitch.tv/videos/1770413081
Fenix,Zelda: Breath of the Wild,Any%,Zelda: Breath of the Wild Any% No Hit/No Damage – No Shopping,https://youtu.be/E0zzuDmTbXI
El wiwi,Sekiro,Shura Ending,Sekiro Shura Ending No Hit,https://www.youtube.com/watch?v=JqcpEXj91BQ&t=2955s
Capcowboy58,Resident Evil 7,Any%,Resident Evil 7 No Damage Any%,https://www.twitch.tv/videos/1740135941
Zenkerel,Hades,Any%,"Hades Any% No Hit – No Damage, Adamant Rail / Hestia Aspect",https://www.twitch.tv/videos/1737604405
Limpiaorzas,Dishonored,Any%,Dishonored Any% No Hit – Clean Hands,https://youtu.be/52FtEoZTq5A
Mcmuffnz,Elden Ring,Any%,Elden Ring Any% No Hit,https://www.youtube.com/watch?v=IpK1snswd_Y
pharmacydoc2018,Dark Souls,Any%,Dark Souls Any% No Hit,https://www.twitch.tv/videos/1733634670
Catboy Out,Dark Souls,Any%,Dark Souls Any% No Hit,https://youtu.be/53_jjqDBpy8
Kalamish,Dark Souls,Any%,Dark Souls Any% No Hit,https://www.youtube.com/watch?v=wrSq04AXgk4&t=1307s&ab_channel=Kalamish
BatKek,Dark Souls,Any%,Dark Souls Any% No Hit,https://www.twitch.tv/videos/1739956019
Mop,Dark Souls,Any%,Dark Souls Any% No Hit,https://www.youtube.com/watch?v=oyRrluwp67A
Mop,Dark Souls,Dark Souls II,Dark Souls II Any% No Hit,https://www.twitch.tv/videos/1767595737
Mop,Dark Souls II,Any%,Dark Souls II Any% No Hit,https://www.twitch.tv/videos/1767595737
Xirtsym,Hollow Knight,Any%,Hollow Knight Any% No Hit – No Damage,https://youtu.be/kclyzB6km6I
Ruma_JPC,Sekiro,Shura Ending,Sekiro Shura Ending No Hit,https://www.twitch.tv/videos/1733700552
Ruma_JPC,Sekiro,Immortal Severance Ending,Sekiro Immortal Severance Ending No Hit,https://www.twitch.tv/videos/1892026525
LilithTheForgotten,Dark Souls,Any%,Dark Souls No Hit Any%,https://www.twitch.tv/videos/1712406414
LilithTheForgotten,Dark Souls,All Bosses,Dark Souls All Bosses No Hit,https://www.twitch.tv/videos/1870132345
DoctorBest85,Resident Evil Classic,Original Mode,Resident Evil No Damage – Jill Best Ending,https://www.twitch.tv/videos/1746540883
DoctorBest85,Resident Evil 2 Remake,Hard Any%,Resident Evil 2 No Damage – Claire 1st,https://youtu.be/jqkTS1otaME
DoctorBest85,Resident Evil 2 Remake,Hard Any%,Resident Evil 2 No Damage – Leon 1st,https://youtu.be/7m1-EiXW_a0
DoctorBest85,Resident Evil 2 Classic,Any%,Resident Evil 2 No Damage – Leon B,https://www.twitch.tv/videos/1748574971
EnekoSala,Hollow Knight,Any%,Hollow Knight Any% No Hit – No Damage,https://www.youtube.com/watch?v=ErrkNtUNF1M
EnekoSala,Hollow Knight,Any%,Hollow Knight Any% No Hit – Only Nail,https://www.youtube.com/watch?v=3XSgQ2ZWWiY
EnekoSala,Hollow Knight,Any%,"Hollow Knight Any% No Hit – No Damage, No Upgrades",https://www.youtube.com/watch?v=TJy5i2qkWwU
A1P3R,Hades,Any%,"Hades Any% No Hit – No Damage, Heart-Seeking Bow / Rama Aspect",https://www.youtube.com/watch?v=7fQDZM2eUg4
DaAs25,Elden Ring,Any%,Elden Ring Any% No Hit,https://www.twitch.tv/videos/1744828662
ElaDiDu,Elden Ring,Any%,Elden Ring Any% No Hit,https://www.youtube.com/watch?v=H-nERRPKKWo
exzerothree,Elden RIng,Any%,Elden Ring Any% No Hit,https://www.twitch.tv/videos/1747125388
exzerothree,Elden RIng,Any%,Elden Ring Any% No Hit – RL1,https://www.twitch.tv/videos/1810723384
Vorlianth,Dishonored,Any%,Dishonored Any% No Hit,https://www.youtube.com/watch?v=UaoTe3nu7Vk
i_ate_The_Dream,Shura,Shura Ending,Sekiro Shura Ending No Hit,https://www.twitch.tv/videos/1734339381
i_ate_The_Dream,Shura,Immortal Severance Ending,Sekiro Immortal Severance Ending No Hit,https://www.twitch.tv/videos/1889285769
Popletox,Shura,Sekiro,Sekiro Shura Ending No Hit,https://youtu.be/0Y7BjOOEgpU
Markimario_,Shura,Sekiro,Sekiro Shura Ending No Damage,https://www.twitch.tv/videos/1750361401
Markimario_,Shura,Sekiro,Sekiro Shura Ending No Damage – No HUD,https://www.twitch.tv/videos/1766161687
L0kplart,Dark Souls,Any%,Dark Souls Any% No Hit,https://www.twitch.tv/videos/1743777034?filter=highlights&sort=time
SeSch,Dark Souls III,Any%,Dark Souls III Any% No Hit,https://www.twitch.tv/videos/1754602244
RequiemShows,Crash Bandicoot,Any%,Crash Bandicoot Any% No Hit – No Triple Mask,https://www.twitch.tv/videos/1756216563
Arpelanza,Dark Souls,Any%,Dark Souls Any% No Hit,https://www.twitch.tv/videos/1775196679
